product_no,title,url,size,Mainstreet_price,Crepdogcrew_price,Hypefly_price,Culture-circle_price,best_price,best_seller,description,sku,images
2,"Nike Dunk Low Retro ""Panda""",https://hypefly.co.in/products/nike-dunk-low-retro-panda,UK 3.5,-,"Rs. 8,499",Rs. 7499,"Rs. 7,700",Rs. 7499,Hypefly,"More About Nike Dunk Low Retro ""Panda""As a sneaker enthusiast, I'm excited to give you a run-down on the Nike Dunk Low Retro ""Panda"". This particular model has been making waves in the sneaker community, and for good reason. The ""Panda"" is a standout, with its classic silhouette, clean lines, and striking black and white colorway. It's a nod to Nike's rich history, while also pushing the boundaries of modern sneaker design.The upper is crafted from premium leather, with the black overlays offering a stark contrast to the white underlays. This two-tone effect gives the sneaker its ""Panda"" moniker. The shoe is also equipped with a padded, low-cut collar for a sleek look that doesn't compromise on comfort. The signature Nike Swoosh adorns the sides in black, tying the design together.The Nike Dunk Low Retro ""Panda"" is not just about looks. It's designed for performance too. The rubber outsole offers excellent traction, while the full-length EVA foam midsole provides lightweight cushioning. Whether you're shooting hoops or hitting the streets, these sneakers have got you covered.The colorway and SKU are critical details. The ""Panda"" is available in a black and white colorway, SKU: DM7708-100. This information is essential for sneakerheads who want to ensure they're getting the real deal.In conclusion, the Nike Dunk Low Retro ""Panda"" is a sneaker that marries style and substance. It's a testament to Nike's commitment to innovation, quality, and timeless design.HypeFly's Expert Review of Nike Dunk Low Retro ""Panda""Reviewed byNatasha Rangel@ HypeFlyMaterial and Build Quality of Nike Dunk Low Retro ""Panda""As a long-time sneaker aficionado, I've seen my fair share of kicks. The Nike Dunk Low Retro ""Panda"" stands out for its exceptional build quality and choice of materials. The upper is made from premium leather, which not only looks great but also offers durability. The black overlays against the white underlays create a bold, eye-catching contrast.The stitching is immaculate, a testament to Nike's attention to detail. The padded, low-cut collar ensures a comfortable fit, while the full-length EVA foam midsole offers lightweight cushioning. The rubber outsole provides great traction, making these sneakers as functional as they are fashionable.In terms of design, the ""Panda"" is a winner. The classic silhouette is both timeless and trendy, and the signature Nike Swoosh adds a touch of brand recognition. All in all, the material and build quality of the Nike Dunk Low Retro ""Panda"" are top-notch.Intended Uses of Nike Dunk Low Retro ""Panda""The Nike Dunk Low Retro ""Panda"" is a versatile sneaker that fits into various lifestyles. Whether you're a hardcore sneakerhead, an athlete, or just someone who appreciates a good pair of kicks, these shoes are for you.They're perfect for casual wear, thanks to their stylish design and comfortable fit. You can pair them with jeans, shorts, or joggers for a laid-back look. They're also great for athletic activities. The rubber outsole and EVA foam midsole offer excellent traction and cushioning, making them suitable for everything from basketball to skateboarding.Moreover, the ""Panda"" is a great choice for sneaker collectors. The classic silhouette and striking black and white colorway make it a standout addition to any collection.Sustainability Score of Nike Dunk Low Retro ""Panda""When it comes to sustainability, Nike is making strides, and the Dunk Low Retro ""Panda"" is no exception. The company is committed to reducing its environmental impact, and this is evident in the ""Panda"".The upper is made from premium leather, a durable material that can withstand wear and tear. This means you won't need to replace your sneakers as often, reducing waste. The rubber outsole is also durable and can be recycled at the end of the shoe's life.Furthermore, Nike is continually investing in sustainable materials and manufacturing processes. While the ""Panda"" is not made from recycled materials, it's a step in the right direction.In conclusion, the Nike Dunk Low Retro ""Panda"" gets a solid score for sustainability. It's a stylish, high-quality sneaker that's made with an eye towards environmental conservation.",318019-015,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Fp1_885e4e4116.jpg&w=3840&q=75
2,"Nike Dunk Low Retro ""Panda""",https://hypefly.co.in/products/nike-dunk-low-retro-panda,UK 6.5,-,-,Rs. 7499,"Rs. 7,798",Rs. 7499,Hypefly,"More About Nike Dunk Low Retro ""Panda""As a sneaker enthusiast, I'm excited to give you a run-down on the Nike Dunk Low Retro ""Panda"". This particular model has been making waves in the sneaker community, and for good reason. The ""Panda"" is a standout, with its classic silhouette, clean lines, and striking black and white colorway. It's a nod to Nike's rich history, while also pushing the boundaries of modern sneaker design.The upper is crafted from premium leather, with the black overlays offering a stark contrast to the white underlays. This two-tone effect gives the sneaker its ""Panda"" moniker. The shoe is also equipped with a padded, low-cut collar for a sleek look that doesn't compromise on comfort. The signature Nike Swoosh adorns the sides in black, tying the design together.The Nike Dunk Low Retro ""Panda"" is not just about looks. It's designed for performance too. The rubber outsole offers excellent traction, while the full-length EVA foam midsole provides lightweight cushioning. Whether you're shooting hoops or hitting the streets, these sneakers have got you covered.The colorway and SKU are critical details. The ""Panda"" is available in a black and white colorway, SKU: DM7708-100. This information is essential for sneakerheads who want to ensure they're getting the real deal.In conclusion, the Nike Dunk Low Retro ""Panda"" is a sneaker that marries style and substance. It's a testament to Nike's commitment to innovation, quality, and timeless design.HypeFly's Expert Review of Nike Dunk Low Retro ""Panda""Reviewed byNatasha Rangel@ HypeFlyMaterial and Build Quality of Nike Dunk Low Retro ""Panda""As a long-time sneaker aficionado, I've seen my fair share of kicks. The Nike Dunk Low Retro ""Panda"" stands out for its exceptional build quality and choice of materials. The upper is made from premium leather, which not only looks great but also offers durability. The black overlays against the white underlays create a bold, eye-catching contrast.The stitching is immaculate, a testament to Nike's attention to detail. The padded, low-cut collar ensures a comfortable fit, while the full-length EVA foam midsole offers lightweight cushioning. The rubber outsole provides great traction, making these sneakers as functional as they are fashionable.In terms of design, the ""Panda"" is a winner. The classic silhouette is both timeless and trendy, and the signature Nike Swoosh adds a touch of brand recognition. All in all, the material and build quality of the Nike Dunk Low Retro ""Panda"" are top-notch.Intended Uses of Nike Dunk Low Retro ""Panda""The Nike Dunk Low Retro ""Panda"" is a versatile sneaker that fits into various lifestyles. Whether you're a hardcore sneakerhead, an athlete, or just someone who appreciates a good pair of kicks, these shoes are for you.They're perfect for casual wear, thanks to their stylish design and comfortable fit. You can pair them with jeans, shorts, or joggers for a laid-back look. They're also great for athletic activities. The rubber outsole and EVA foam midsole offer excellent traction and cushioning, making them suitable for everything from basketball to skateboarding.Moreover, the ""Panda"" is a great choice for sneaker collectors. The classic silhouette and striking black and white colorway make it a standout addition to any collection.Sustainability Score of Nike Dunk Low Retro ""Panda""When it comes to sustainability, Nike is making strides, and the Dunk Low Retro ""Panda"" is no exception. The company is committed to reducing its environmental impact, and this is evident in the ""Panda"".The upper is made from premium leather, a durable material that can withstand wear and tear. This means you won't need to replace your sneakers as often, reducing waste. The rubber outsole is also durable and can be recycled at the end of the shoe's life.Furthermore, Nike is continually investing in sustainable materials and manufacturing processes. While the ""Panda"" is not made from recycled materials, it's a step in the right direction.In conclusion, the Nike Dunk Low Retro ""Panda"" gets a solid score for sustainability. It's a stylish, high-quality sneaker that's made with an eye towards environmental conservation.",318019-015,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Fp1_885e4e4116.jpg&w=3840&q=75
2,"Nike Dunk Low Retro ""Panda""",https://hypefly.co.in/products/nike-dunk-low-retro-panda,UK 9,-,-,Rs. 8199,"Rs. 8,255",Rs. 8199,Hypefly,"More About Nike Dunk Low Retro ""Panda""As a sneaker enthusiast, I'm excited to give you a run-down on the Nike Dunk Low Retro ""Panda"". This particular model has been making waves in the sneaker community, and for good reason. The ""Panda"" is a standout, with its classic silhouette, clean lines, and striking black and white colorway. It's a nod to Nike's rich history, while also pushing the boundaries of modern sneaker design.The upper is crafted from premium leather, with the black overlays offering a stark contrast to the white underlays. This two-tone effect gives the sneaker its ""Panda"" moniker. The shoe is also equipped with a padded, low-cut collar for a sleek look that doesn't compromise on comfort. The signature Nike Swoosh adorns the sides in black, tying the design together.The Nike Dunk Low Retro ""Panda"" is not just about looks. It's designed for performance too. The rubber outsole offers excellent traction, while the full-length EVA foam midsole provides lightweight cushioning. Whether you're shooting hoops or hitting the streets, these sneakers have got you covered.The colorway and SKU are critical details. The ""Panda"" is available in a black and white colorway, SKU: DM7708-100. This information is essential for sneakerheads who want to ensure they're getting the real deal.In conclusion, the Nike Dunk Low Retro ""Panda"" is a sneaker that marries style and substance. It's a testament to Nike's commitment to innovation, quality, and timeless design.HypeFly's Expert Review of Nike Dunk Low Retro ""Panda""Reviewed byNatasha Rangel@ HypeFlyMaterial and Build Quality of Nike Dunk Low Retro ""Panda""As a long-time sneaker aficionado, I've seen my fair share of kicks. The Nike Dunk Low Retro ""Panda"" stands out for its exceptional build quality and choice of materials. The upper is made from premium leather, which not only looks great but also offers durability. The black overlays against the white underlays create a bold, eye-catching contrast.The stitching is immaculate, a testament to Nike's attention to detail. The padded, low-cut collar ensures a comfortable fit, while the full-length EVA foam midsole offers lightweight cushioning. The rubber outsole provides great traction, making these sneakers as functional as they are fashionable.In terms of design, the ""Panda"" is a winner. The classic silhouette is both timeless and trendy, and the signature Nike Swoosh adds a touch of brand recognition. All in all, the material and build quality of the Nike Dunk Low Retro ""Panda"" are top-notch.Intended Uses of Nike Dunk Low Retro ""Panda""The Nike Dunk Low Retro ""Panda"" is a versatile sneaker that fits into various lifestyles. Whether you're a hardcore sneakerhead, an athlete, or just someone who appreciates a good pair of kicks, these shoes are for you.They're perfect for casual wear, thanks to their stylish design and comfortable fit. You can pair them with jeans, shorts, or joggers for a laid-back look. They're also great for athletic activities. The rubber outsole and EVA foam midsole offer excellent traction and cushioning, making them suitable for everything from basketball to skateboarding.Moreover, the ""Panda"" is a great choice for sneaker collectors. The classic silhouette and striking black and white colorway make it a standout addition to any collection.Sustainability Score of Nike Dunk Low Retro ""Panda""When it comes to sustainability, Nike is making strides, and the Dunk Low Retro ""Panda"" is no exception. The company is committed to reducing its environmental impact, and this is evident in the ""Panda"".The upper is made from premium leather, a durable material that can withstand wear and tear. This means you won't need to replace your sneakers as often, reducing waste. The rubber outsole is also durable and can be recycled at the end of the shoe's life.Furthermore, Nike is continually investing in sustainable materials and manufacturing processes. While the ""Panda"" is not made from recycled materials, it's a step in the right direction.In conclusion, the Nike Dunk Low Retro ""Panda"" gets a solid score for sustainability. It's a stylish, high-quality sneaker that's made with an eye towards environmental conservation.",318019-015,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Fp1_885e4e4116.jpg&w=3840&q=75
2,"Nike Dunk Low Retro ""Panda""",https://hypefly.co.in/products/nike-dunk-low-retro-panda,UK 10,"Rs. 7,999.00",-,Rs. 7499,"Rs. 7,798",Rs. 7499,Hypefly,"More About Nike Dunk Low Retro ""Panda""As a sneaker enthusiast, I'm excited to give you a run-down on the Nike Dunk Low Retro ""Panda"". This particular model has been making waves in the sneaker community, and for good reason. The ""Panda"" is a standout, with its classic silhouette, clean lines, and striking black and white colorway. It's a nod to Nike's rich history, while also pushing the boundaries of modern sneaker design.The upper is crafted from premium leather, with the black overlays offering a stark contrast to the white underlays. This two-tone effect gives the sneaker its ""Panda"" moniker. The shoe is also equipped with a padded, low-cut collar for a sleek look that doesn't compromise on comfort. The signature Nike Swoosh adorns the sides in black, tying the design together.The Nike Dunk Low Retro ""Panda"" is not just about looks. It's designed for performance too. The rubber outsole offers excellent traction, while the full-length EVA foam midsole provides lightweight cushioning. Whether you're shooting hoops or hitting the streets, these sneakers have got you covered.The colorway and SKU are critical details. The ""Panda"" is available in a black and white colorway, SKU: DM7708-100. This information is essential for sneakerheads who want to ensure they're getting the real deal.In conclusion, the Nike Dunk Low Retro ""Panda"" is a sneaker that marries style and substance. It's a testament to Nike's commitment to innovation, quality, and timeless design.HypeFly's Expert Review of Nike Dunk Low Retro ""Panda""Reviewed byNatasha Rangel@ HypeFlyMaterial and Build Quality of Nike Dunk Low Retro ""Panda""As a long-time sneaker aficionado, I've seen my fair share of kicks. The Nike Dunk Low Retro ""Panda"" stands out for its exceptional build quality and choice of materials. The upper is made from premium leather, which not only looks great but also offers durability. The black overlays against the white underlays create a bold, eye-catching contrast.The stitching is immaculate, a testament to Nike's attention to detail. The padded, low-cut collar ensures a comfortable fit, while the full-length EVA foam midsole offers lightweight cushioning. The rubber outsole provides great traction, making these sneakers as functional as they are fashionable.In terms of design, the ""Panda"" is a winner. The classic silhouette is both timeless and trendy, and the signature Nike Swoosh adds a touch of brand recognition. All in all, the material and build quality of the Nike Dunk Low Retro ""Panda"" are top-notch.Intended Uses of Nike Dunk Low Retro ""Panda""The Nike Dunk Low Retro ""Panda"" is a versatile sneaker that fits into various lifestyles. Whether you're a hardcore sneakerhead, an athlete, or just someone who appreciates a good pair of kicks, these shoes are for you.They're perfect for casual wear, thanks to their stylish design and comfortable fit. You can pair them with jeans, shorts, or joggers for a laid-back look. They're also great for athletic activities. The rubber outsole and EVA foam midsole offer excellent traction and cushioning, making them suitable for everything from basketball to skateboarding.Moreover, the ""Panda"" is a great choice for sneaker collectors. The classic silhouette and striking black and white colorway make it a standout addition to any collection.Sustainability Score of Nike Dunk Low Retro ""Panda""When it comes to sustainability, Nike is making strides, and the Dunk Low Retro ""Panda"" is no exception. The company is committed to reducing its environmental impact, and this is evident in the ""Panda"".The upper is made from premium leather, a durable material that can withstand wear and tear. This means you won't need to replace your sneakers as often, reducing waste. The rubber outsole is also durable and can be recycled at the end of the shoe's life.Furthermore, Nike is continually investing in sustainable materials and manufacturing processes. While the ""Panda"" is not made from recycled materials, it's a step in the right direction.In conclusion, the Nike Dunk Low Retro ""Panda"" gets a solid score for sustainability. It's a stylish, high-quality sneaker that's made with an eye towards environmental conservation.",318019-015,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Fp1_885e4e4116.jpg&w=3840&q=75
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 3,-,-,Rs. 8999,"Rs. 8,773","Rs. 8,773",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 4(GS),-,-,-,"Rs. 7,062","Rs. 7,062",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 4,"Rs. 9,999.00",-,Rs. 7499,"Rs. 6,879","Rs. 6,879",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 5(GS),-,-,-,"Rs. 7,073","Rs. 7,073",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 5/STANDARD,-,-,-,"Rs. 7,524","Rs. 7,524",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 5,"Rs. 9,999.00","Rs. 7,999",Rs. 8499,"Rs. 7,040","Rs. 7,040",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 5.5,"Rs. 10,499.00","Rs. 7,999",Rs. 7499,"Rs. 7,139","Rs. 7,139",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 6(EU40),-,-,-,"Rs. 7,040","Rs. 7,040",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
2,Dunk Low Panda,https://www.culture-circle.com/products/all/dunk-low-panda,UK 6(GS),-,-,-,"Rs. 6,600","Rs. 6,600",Culture-circle,"TheDunk Low Pandais a cultural icon that effortlessly merges street style with athletic heritage. With its striking black and white colorway, this sneaker has become a favorite among sneakerheads and casual wearers alike. Originally designed for basketball, the Dunk has transcended its roots, becoming a symbol of individuality and expression in urban fashion.

Crafted frompremium leather, the Dunk Low Panda features a smooth white upper adorned with bold black overlays. The low-top silhouette offers a sleek profile, while the padded collar and cushioned insole ensure all-day comfort. The rubber outsole, designed with a herringbone pattern, provides excellent traction, making it as functional as it is stylish.

When it comes to fit, the Dunk Low Panda is available in a range of sizes for men, women, and children, catering to a diverse audience. Its versatile design pairs effortlessly with everything from joggers to jeans, making it a go-to choice for any occasion. Whether you're hitting the streets or just hanging out, this sneaker is a reliable companion that balances comfort and style.",N/A,"https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo1.png, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo2.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo3.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo4.jpeg, https://culture-cirlce-static-dge7g8b8eue6fvcv.z02.azurefd.net/products/dulopa/dulopa_photo5.jpeg"
